"Co_Code","Co_Name","Stock Exchange","NSE Symbol","Industry","Sector","Year End","Equity Paid Up","Net Sales","PAT","PBIDT","Debt-Equity Ratio[Latest]","PBIDTM (%)[Latest]"
26456,"Hubtown","NSE","HUBTOWN","Construction - Factories / Offices / Commercial","Realty",201103,72.74,287.94,171.48,409.33,0.76,89.24
26456,"Hubtown","NSE","HUBTOWN","Construction - Factories / Offices / Commercial","Realty",201203,72.74,264.86,39.85,328.91,0.76,89.24
26456,"Hubtown","NSE","HUBTOWN","Construction - Factories / Offices / Commercial","Realty",201303,72.74,449.72,30.66,383.61,0.76,89.24
26456,"Hubtown","NSE","HUBTOWN","Construction - Factories / Offices / Commercial","Realty",201403,72.74,477.64,35.44,329.07,0.76,89.24
26456,"Hubtown","NSE","HUBTOWN","Construction - Factories / Offices / Commercial","Realty",201503,72.74,412.3,10.75,344.26,0.76,89.24
26456,"Hubtown","NSE","HUBTOWN","Construction - Factories / Offices / Commercial","Realty",201603,72.74,358.3,21.3,319.73,0.76,89.24
26503,"Saksoft","NSE","SAKSOFT","Computers - Software - Medium / Small","IT - Software",201103,10.14,42.18,1.54,6.82,0.5,37.02
26503,"Saksoft","NSE","SAKSOFT","Computers - Software - Medium / Small","IT - Software",201203,10.17,41.54,3.48,9.63,0.5,37.02
26503,"Saksoft","NSE","SAKSOFT","Computers - Software - Medium / Small","IT - Software",201303,10.17,42.46,2.82,8.42,0.5,37.02
26503,"Saksoft","NSE","SAKSOFT","Computers - Software - Medium / Small","IT - Software",201403,10.24,43.94,5.48,11.79,0.5,37.02
26503,"Saksoft","NSE","SAKSOFT","Computers - Software - Medium / Small","IT - Software",201503,10.36,46.61,5.72,12.86,0.5,37.02
26503,"Saksoft","NSE","SAKSOFT","Computers - Software - Medium / Small","IT - Software",201603,10.4,50.75,10.47,18.78,0.5,37.02
26569,"Provogue (India)","NSE","PROVOGE","Retailing","Retail",201103,22.87,565.39,33.41,81.05,0.73,-35.67
26569,"Provogue (India)","NSE","PROVOGE","Retailing","Retail",201203,11.44,609.73,25.03,73.63,0.73,-35.67
26569,"Provogue (India)","NSE","PROVOGE","Retailing","Retail",201303,11.44,540.62,12.89,72.37,0.73,-35.67
26569,"Provogue (India)","NSE","PROVOGE","Retailing","Retail",201403,11.44,614.36,0.94,46.38,0.73,-35.67
26569,"Provogue (India)","NSE","PROVOGE","Retailing","Retail",201503,11.44,545.46,-74.56,-27.81,0.73,-35.67
26569,"Provogue (India)","NSE","PROVOGE","Retailing","Retail",201603,11.44,423.44,-195.67,-151.04,0.73,-35.67
26579,"Kaya Ltd","NSE","KAYA","Personal Care - Indian - Medium / Small","FMCG",201303,17.85,143.34,-29.75,-17.25,0,-3.03
26579,"Kaya Ltd","NSE","KAYA","Personal Care - Indian - Medium / Small","FMCG",201403,17.85,153.42,33.96,47.03,0,-3.03
26579,"Kaya Ltd","NSE","KAYA","Personal Care - Indian - Medium / Small","FMCG",201503,0,174.08,15.49,23.7,0,-3.03
26579,"Kaya Ltd","NSE","KAYA","Personal Care - Indian - Medium / Small","FMCG",201603,12.9,185.32,-8.62,2.84,0,-3.03
26604,"Nandan Denim","NSE","NDL","Textiles - Others","Textiles",201103,45.55,507.4,17.35,68.15,1.68,16.88
26604,"Nandan Denim","NSE","NDL","Textiles - Others","Textiles",201203,45.55,573.84,18.79,87.4,1.68,16.88
26604,"Nandan Denim","NSE","NDL","Textiles - Others","Textiles",201303,45.55,703.12,31.05,108.44,1.68,16.88
26604,"Nandan Denim","NSE","NDL","Textiles - Others","Textiles",201403,45.55,893.75,39.31,136.67,1.68,16.88
26604,"Nandan Denim","NSE","NDL","Textiles - Others","Textiles",201503,45.55,1096.53,51.43,168.48,1.68,16.88
26604,"Nandan Denim","NSE","NDL","Textiles - Others","Textiles",201603,45.55,1156.73,63.32,195.3,1.68,16.88
26642,"Rane (Madras)","NSE","RML","Auto Ancillaries - Axles / Shafts","Auto Ancillaries",201103,10.16,583.98,24.57,45.9,1.55,8.45
26642,"Rane (Madras)","NSE","RML","Auto Ancillaries - Axles / Shafts","Auto Ancillaries",201203,10.16,670.75,27.4,62.79,1.55,8.45
26642,"Rane (Madras)","NSE","RML","Auto Ancillaries - Axles / Shafts","Auto Ancillaries",201303,10.16,639.87,23.42,57.84,1.55,8.45
26642,"Rane (Madras)","NSE","RML","Auto Ancillaries - Axles / Shafts","Auto Ancillaries",201403,10.51,726.6,16.78,59.73,1.55,8.45
26642,"Rane (Madras)","NSE","RML","Auto Ancillaries - Axles / Shafts","Auto Ancillaries",201503,10.51,778.88,12.44,66.43,1.55,8.45
26642,"Rane (Madras)","NSE","RML","Auto Ancillaries - Axles / Shafts","Auto Ancillaries",201603,10.51,860.91,14.09,77,1.55,8.45
26653,"Vikash Metal","NSE","VIKASHMET","Steel - Sponge Iron","Steel",201103,35.12,849.88,10.25,52,0,0
26653,"Vikash Metal","NSE","VIKASHMET","Steel - Sponge Iron","Steel",201206,71.19,476.22,-160.65,-136.54,0,0
26653,"Vikash Metal","NSE","VIKASHMET","Steel - Sponge Iron","Steel",201303,71.19,0,-45.91,-37.97,0,0
26729,"Sejal Glass","NSE","SEZAL","Glass - Sheet / Float","Glass & Glass Products",201103,33.55,39.24,-64.4,-92.15,0,-59.32
26729,"Sejal Glass","NSE","SEZAL","Glass - Sheet / Float","Glass & Glass Products",201203,33.55,44.86,-52.64,-45.73,0,-59.32
26729,"Sejal Glass","NSE","SEZAL","Glass - Sheet / Float","Glass & Glass Products",201303,33.55,62.68,-16,1.56,0,-59.32
26729,"Sejal Glass","NSE","SEZAL","Glass - Sheet / Float","Glass & Glass Products",201403,33.55,126.37,-18.76,-7.48,0,-59.32
26729,"Sejal Glass","NSE","SEZAL","Glass - Sheet / Float","Glass & Glass Products",201503,33.55,14.4,-61.93,-25.42,0,-59.32
26729,"Sejal Glass","NSE","SEZAL","Glass - Sheet / Float","Glass & Glass Products",201603,33.55,14.16,-121.14,-111.78,0,-59.32
26760,"KM Sugar Mills","NSE","KMSUGAR","Sugar - Others","Sugar",201109,18.4,287.07,-11.26,16.18,5.22,9.9
26760,"KM Sugar Mills","NSE","KMSUGAR","Sugar - Others","Sugar",201209,18.4,254.56,-6.24,19.19,5.22,9.9
26760,"KM Sugar Mills","NSE","KMSUGAR","Sugar - Others","Sugar",201309,18.4,272.59,12.6,34.69,5.22,9.9
26760,"KM Sugar Mills","NSE","KMSUGAR","Sugar - Others","Sugar",201503,18.4,550.45,7.49,37.41,5.22,9.9
26760,"KM Sugar Mills","NSE","KMSUGAR","Sugar - Others","Sugar",201603,18.4,352.86,11.69,36.11,5.22,9.9
26766,"Vivimed Labs.","NSE","VIVIMEDLAB","Chemicals - Inorganic - Medium / Small","Chemicals",201103,10.16,309.81,27.76,57.03,1.75,27.2
26766,"Vivimed Labs.","NSE","VIVIMEDLAB","Chemicals - Inorganic - Medium / Small","Chemicals",201203,13.93,382.9,40.42,85.46,1.75,27.2
26766,"Vivimed Labs.","NSE","VIVIMEDLAB","Chemicals - Inorganic - Medium / Small","Chemicals",201303,16.06,423.13,36.74,98.25,1.75,27.2
26766,"Vivimed Labs.","NSE","VIVIMEDLAB","Chemicals - Inorganic - Medium / Small","Chemicals",201403,16.2,431.99,26.63,105.62,1.75,27.2
26766,"Vivimed Labs.","NSE","VIVIMEDLAB","Chemicals - Inorganic - Medium / Small","Chemicals",201503,16.2,430.15,18.94,108.48,1.75,27.2
26766,"Vivimed Labs.","NSE","VIVIMEDLAB","Chemicals - Inorganic - Medium / Small","Chemicals",201603,16.2,319.39,8.13,86.88,1.75,27.2
26780,"Indiabulls Vent.","NSE","IBVENTURES","Finance - Investment / Others","Finance",201103,46.22,333.1,37.37,112.3,2.19,65.87
26780,"Indiabulls Vent.","NSE","IBVENTURES","Finance - Investment / Others","Finance",201203,46.22,160.6,-11.6,30.46,2.19,65.87
26780,"Indiabulls Vent.","NSE","IBVENTURES","Finance - Investment / Others","Finance",201303,46.22,123.78,55.84,64.09,2.19,65.87
26780,"Indiabulls Vent.","NSE","IBVENTURES","Finance - Investment / Others","Finance",201403,46.22,154.32,87.26,121.83,2.19,65.87
26780,"Indiabulls Vent.","NSE","IBVENTURES","Finance - Investment / Others","Finance",201503,52.24,201.68,118.26,165.74,2.19,65.87
26780,"Indiabulls Vent.","NSE","IBVENTURES","Finance - Investment / Others","Finance",201603,58.57,101.45,16.87,68.86,2.19,65.87
26813,"Rohit Ferro Tec.","NSE","ROHITFERRO","Ferro Alloys","Mining & Mineral products",201103,55.28,1166.72,46.19,145.41,0,-15
26813,"Rohit Ferro Tec.","NSE","ROHITFERRO","Ferro Alloys","Mining & Mineral products",201203,80.28,1677.31,40.31,188.14,0,-15
26813,"Rohit Ferro Tec.","NSE","ROHITFERRO","Ferro Alloys","Mining & Mineral products",201303,113.78,2258.54,28.92,216.2,0,-15
26813,"Rohit Ferro Tec.","NSE","ROHITFERRO","Ferro Alloys","Mining & Mineral products",201403,113.78,2486.31,-228.6,-68.87,0,-15
26813,"Rohit Ferro Tec.","NSE","ROHITFERRO","Ferro Alloys","Mining & Mineral products",201503,113.78,1875.42,-352.83,-131.84,0,-15
26813,"Rohit Ferro Tec.","NSE","ROHITFERRO","Ferro Alloys","Mining & Mineral products",201603,113.78,1430.25,-484.07,-223.6,0,-15
26822,"Rajvir Inds.","NSE","RAJVIR","Textiles - Jute - Yarn / Products","Textiles",201103,3.04,274.61,14.28,53.53,6.96,10.59
26822,"Rajvir Inds.","NSE","RAJVIR","Textiles - Jute - Yarn / Products","Textiles",201203,3.04,301.76,-9.54,30.09,6.96,10.59
26822,"Rajvir Inds.","NSE","RAJVIR","Textiles - Jute - Yarn / Products","Textiles",201303,3.04,288.4,4.48,42.67,6.96,10.59
26822,"Rajvir Inds.","NSE","RAJVIR","Textiles - Jute - Yarn / Products","Textiles",201403,3.04,199.2,-19.01,6.86,6.96,10.59
26822,"Rajvir Inds.","NSE","RAJVIR","Textiles - Jute - Yarn / Products","Textiles",201503,3.04,101.66,-11.64,14.91,6.96,10.59
26822,"Rajvir Inds.","NSE","RAJVIR","Textiles - Jute - Yarn / Products","Textiles",201603,3.99,172.76,-6.42,21.67,6.96,10.59
26828,"Shivam Autotech","NSE","SHIVAMAUTO","Auto Ancillaries - Others","Auto Ancillaries",201103,10,263.45,14.78,61.36,1.34,15.78
26828,"Shivam Autotech","NSE","SHIVAMAUTO","Auto Ancillaries - Others","Auto Ancillaries",201203,10,360.14,18.63,84.98,1.34,15.78
26828,"Shivam Autotech","NSE","SHIVAMAUTO","Auto Ancillaries - Others","Auto Ancillaries",201303,10,371.69,28.21,87.33,1.34,15.78
26828,"Shivam Autotech","NSE","SHIVAMAUTO","Auto Ancillaries - Others","Auto Ancillaries",201403,10,398.59,28.43,80.32,1.34,15.78
26828,"Shivam Autotech","NSE","SHIVAMAUTO","Auto Ancillaries - Others","Auto Ancillaries",201503,10,445.82,28.14,83.29,1.34,15.78
26828,"Shivam Autotech","NSE","SHIVAMAUTO","Auto Ancillaries - Others","Auto Ancillaries",201603,20,425.19,19.24,70.8,1.34,15.78
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201103,32.54,105.22,-53.78,-17.84,0,5.56
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201203,32.54,119.15,-64.45,-13.77,0,5.56
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201206,32.54,119.15,-64.45,-13.77,0,5.56
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201303,32.54,19.31,-198.2,-82.35,0,5.56
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201403,32.54,16.67,-79.36,-64.71,0,5.56
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201503,62.84,111.91,118.35,113.94,0,5.56
26837,"Radha Madh.Corp.","NSE","RMCL","Packaging - Others","Packaging",201603,66.34,234.98,13.01,14.74,0,5.56
26838,"Godawari Power","NSE","GPIL","Steel - Medium / Small","Steel",201103,31.76,941.7,71.27,196.36,1.6,8.77
26838,"Godawari Power","NSE","GPIL","Steel - Medium / Small","Steel",201203,31.76,1746.03,78.95,251.62,1.6,8.77
26838,"Godawari Power","NSE","GPIL","Steel - Medium / Small","Steel",201303,32.76,1911.64,124.14,250.63,1.6,8.77
26838,"Godawari Power","NSE","GPIL","Steel - Medium / Small","Steel",201403,32.76,1540.92,55.94,236.4,1.6,8.77
26838,"Godawari Power","NSE","GPIL","Steel - Medium / Small","Steel",201503,32.76,1935.05,62.11,279.78,1.6,8.77
26838,"Godawari Power","NSE","GPIL","Steel - Medium / Small","Steel",201603,32.76,1538.89,-63.39,151.26,1.6,8.77
26839,"Educomp Sol.","NSE","EDUCOMP","Computers - Education","Computer Education",201103,19.11,1020.66,388.87,544.01,8.15,-37.38
26839,"Educomp Sol.","NSE","EDUCOMP","Computers - Education","Computer Education",201203,19.21,1076.51,188.9,382.8,8.15,-37.38
26839,"Educomp Sol.","NSE","EDUCOMP","Computers - Education","Computer Education",201303,24.48,733.11,-40.72,143.32,8.15,-37.38
26839,"Educomp Sol.","NSE","EDUCOMP","Computers - Education","Computer Education",201403,24.49,282.3,-312.23,-139.33,8.15,-37.38
26839,"Educomp Sol.","NSE","EDUCOMP","Computers - Education","Computer Education",201503,24.49,198.18,-1165.44,-887.91,8.15,-37.38
26839,"Educomp Sol.","NSE","EDUCOMP","Computers - Education","Computer Education",201603,24.49,200.99,-343.34,-75.13,8.15,-37.38
26849,"GOL Offshore","NSE","GTOFFSHORE","Shipping - Large","Shipping",201103,37.23,845.53,101.7,423.5,2.57,26.39
26849,"GOL Offshore","NSE","GTOFFSHORE","Shipping - Large","Shipping",201203,37.23,800.23,74.34,464.98,2.57,26.39
26849,"GOL Offshore","NSE","GTOFFSHORE","Shipping - Large","Shipping",201303,37.24,843.36,60.67,501.68,2.57,26.39
26849,"GOL Offshore","NSE","GTOFFSHORE","Shipping - Large","Shipping",201403,37.24,950.62,121.69,555.76,2.57,26.39
26849,"GOL Offshore","NSE","GTOFFSHORE","Shipping - Large","Shipping",201503,37.24,1048.38,-12.79,389.97,2.57,26.39
26849,"GOL Offshore","NSE","GTOFFSHORE","Shipping - Large","Shipping",201603,37.24,924.49,-835.57,-477.29,2.57,26.39
26853,"Store One Retail","NSE","STOREONE","Retailing","Retail",201103,20,3.48,-35.17,-2.36,0.44,30.97
26853,"Store One Retail","NSE","STOREONE","Retailing","Retail",201203,20,50.01,11.84,25.25,0.44,30.97
26853,"Store One Retail","NSE","STOREONE","Retailing","Retail",201303,23.2,89.24,37.66,43.9,0.44,30.97
26853,"Store One Retail","NSE","STOREONE","Retailing","Retail",201403,23.2,117.83,35.17,45.39,0.44,30.97
26853,"Store One Retail","NSE","STOREONE","Retailing","Retail",201503,27.6,134.36,23.24,42.18,0.44,30.97
26853,"Store One Retail","NSE","STOREONE","Retailing","Retail",201603,27.6,259.53,55.27,80.37,0.44,30.97
26856,"Pratibha Inds.","NSE","PRATIBHA","Construction - Civil / Turnkey - Medium / Small","Construction",201103,19.89,1172.66,71.43,171.37,2.76,15.47
26856,"Pratibha Inds.","NSE","PRATIBHA","Construction - Civil / Turnkey - Medium / Small","Construction",201203,19.89,1503.44,83.24,227.19,2.76,15.47
26856,"Pratibha Inds.","NSE","PRATIBHA","Construction - Civil / Turnkey - Medium / Small","Construction",201303,20.21,1649.64,95.17,276.06,2.76,15.47
26856,"Pratibha Inds.","NSE","PRATIBHA","Construction - Civil / Turnkey - Medium / Small","Construction",201403,20.21,1551.2,36.52,254.24,2.76,15.47
26856,"Pratibha Inds.","NSE","PRATIBHA","Construction - Civil / Turnkey - Medium / Small","Construction",201503,20.21,2404.95,62.41,337.19,2.76,15.47
26856,"Pratibha Inds.","NSE","PRATIBHA","Construction - Civil / Turnkey - Medium / Small","Construction",201603,20.21,2969.92,52.78,411.02,2.76,15.47
26860,"Bartronics India","NSE","BARTRONICS","Computers - Software - Medium / Small","IT - Software",201103,34.05,597.05,65.81,164.83,4.67,67.29
26860,"Bartronics India","NSE","BARTRONICS","Computers - Software - Medium / Small","IT - Software",201209,34.05,556.21,-121.83,28.23,4.67,67.29
26860,"Bartronics India","NSE","BARTRONICS","Computers - Software - Medium / Small","IT - Software",201309,34.05,50.44,-69.12,-11.26,4.67,67.29
26860,"Bartronics India","NSE","BARTRONICS","Computers - Software - Medium / Small","IT - Software",201503,34.05,39.3,-112.45,-0.44,4.67,67.29
26860,"Bartronics India","NSE","BARTRONICS","Computers - Software - Medium / Small","IT - Software",201603,34.05,42.96,-33.18,29.4,4.67,67.29
26864,"Sakuma Exports","NSE","SAKUMA","Trading - Medium / Small","Trading",201103,16.43,632.48,5.01,10.86,1.59,1.64
26864,"Sakuma Exports","NSE","SAKUMA","Trading - Medium / Small","Trading",201203,16.43,965.6,6.69,16.44,1.59,1.64
26864,"Sakuma Exports","NSE","SAKUMA","Trading - Medium / Small","Trading",201303,16.43,618.83,4.19,11,1.59,1.64
26864,"Sakuma Exports","NSE","SAKUMA","Trading - Medium / Small","Trading",201403,16.43,1011.32,7.05,15.74,1.59,1.64
26864,"Sakuma Exports","NSE","SAKUMA","Trading - Medium / Small","Trading",201503,16.43,1080.85,8.73,15.63,1.59,1.64
26864,"Sakuma Exports","NSE","SAKUMA","Trading - Medium / Small","Trading",201603,16.43,1798.29,13.07,29.47,1.59,1.64
26866,"GVK Power Infra.","NSE","GVKPIL","Engineering - Turnkey Services","Infrastructure Developers & Operators",201103,157.92,41.48,68.28,87.06,0.25,-231.16
26866,"GVK Power Infra.","NSE","GVKPIL","Engineering - Turnkey Services","Infrastructure Developers & Operators",201203,157.92,27.6,-8.27,24.57,0.25,-231.16
26866,"GVK Power Infra.","NSE","GVKPIL","Engineering - Turnkey Services","Infrastructure Developers & Operators",201303,157.92,30.21,-24.04,41.98,0.25,-231.16
26866,"GVK Power Infra.","NSE","GVKPIL","Engineering - Turnkey Services","Infrastructure Developers & Operators",201403,157.92,26.76,-23.43,52.5,0.25,-231.16
26866,"GVK Power Infra.","NSE","GVKPIL","Engineering - Turnkey Services","Infrastructure Developers & Operators",201503,157.92,26.28,-129.83,-40.79,0.25,-231.16
26866,"GVK Power Infra.","NSE","GVKPIL","Engineering - Turnkey Services","Infrastructure Developers & Operators",201603,157.92,27.18,-129.61,-62.83,0.25,-231.16
26867,"Celebrity Fash.","NSE","CELEBRITY","Textiles - Others","Textiles",201103,19.53,188.45,-19.51,3.31,6.43,5.58
26867,"Celebrity Fash.","NSE","CELEBRITY","Textiles - Others","Textiles",201203,19.53,190.38,-13.67,9.85,6.43,5.58
26867,"Celebrity Fash.","NSE","CELEBRITY","Textiles - Others","Textiles",201303,23.03,186.37,-4.68,6.26,6.43,5.58
26867,"Celebrity Fash.","NSE","CELEBRITY","Textiles - Others","Textiles",201403,36.35,235.31,8.34,21.38,6.43,5.58
26867,"Celebrity Fash.","NSE","CELEBRITY","Textiles - Others","Textiles",201503,39,205.87,-2.29,13.84,6.43,5.58
26867,"Celebrity Fash.","NSE","CELEBRITY","Textiles - Others","Textiles",201603,39,197.21,21.4,38.1,6.43,5.58
26881,"Varun Inds.","NSE","VARUN","Steel - Medium / Small","Steel",201103,29.11,2941.29,39.34,169.81,22.45,86.76
26881,"Varun Inds.","NSE","VARUN","Steel - Medium / Small","Steel",201203,29.11,3109.56,-157.8,-22.5,22.45,86.76
26881,"Varun Inds.","NSE","VARUN","Steel - Medium / Small","Steel",201303,29.11,168.02,-34.48,196.69,22.45,86.76
26912,"Technocraf.Inds.","NSE","TIIL","Steel - Tubes / Pipes","Steel",201103,31.53,472.06,33.44,89.66,0.38,19.19
26912,"Technocraf.Inds.","NSE","TIIL","Steel - Tubes / Pipes","Steel",201203,31.53,552.07,18.3,67.02,0.38,19.19
26912,"Technocraf.Inds.","NSE","TIIL","Steel - Tubes / Pipes","Steel",201303,31.53,647.96,64.73,128.26,0.38,19.19
26912,"Technocraf.Inds.","NSE","TIIL","Steel - Tubes / Pipes","Steel",201403,31.53,838.38,82.16,147.63,0.38,19.19
26912,"Technocraf.Inds.","NSE","TIIL","Steel - Tubes / Pipes","Steel",201503,31.53,788.7,69.88,134.27,0.38,19.19
26912,"Technocraf.Inds.","NSE","TIIL","Steel - Tubes / Pipes","Steel",201603,26.3,765.52,82.09,148.41,0.38,19.19
26923,"Raj Oil Mills","NSE","RAJOIL","Solvent Extraction - Medium / Small","Edible Oil",201103,36.01,494.27,20.32,47.95,0,-1.93
26923,"Raj Oil Mills","NSE","RAJOIL","Solvent Extraction - Medium / Small","Edible Oil",201203,36.01,341.39,-11.81,8.86,0,-1.93
26923,"Raj Oil Mills","NSE","RAJOIL","Solvent Extraction - Medium / Small","Edible Oil",201303,71.01,127.39,-20.72,-7.26,0,-1.93
26923,"Raj Oil Mills","NSE","RAJOIL","Solvent Extraction - Medium / Small","Edible Oil",201403,71.01,67.99,-290.5,-282.64,0,-1.93
26923,"Raj Oil Mills","NSE","RAJOIL","Solvent Extraction - Medium / Small","Edible Oil",201503,74.94,62.63,-8.5,-1.2,0,-1.93
27039,"Gokul Refoils","NSE","GOKUL","Solvent Extraction - Large","Edible Oil",201103,26.38,4536.32,61.98,196.01,0.99,1.85
27039,"Gokul Refoils","NSE","GOKUL","Solvent Extraction - Large","Edible Oil",201203,26.38,6487.17,-107.09,42.08,0.99,1.85
27039,"Gokul Refoils","NSE","GOKUL","Solvent Extraction - Large","Edible Oil",201303,26.38,5718.47,12.93,238.77,0.99,1.85
27039,"Gokul Refoils","NSE","GOKUL","Solvent Extraction - Large","Edible Oil",201403,26.38,6325.7,3.09,137.51,0.99,1.85
27039,"Gokul Refoils","NSE","GOKUL","Solvent Extraction - Large","Edible Oil",201503,26.38,5869.48,12.43,155.56,0.99,1.85
27039,"Gokul Refoils","NSE","GOKUL","Solvent Extraction - Large","Edible Oil",201603,26.38,1642.68,5.7,30.48,0.99,1.85
27172,"Sunil Hitech","NSE","SUNILHITEC","Engineering - Turnkey Services","Infrastructure Developers & Operators",201103,12.28,730.09,33.85,117.03,1.07,10.44
27172,"Sunil Hitech","NSE","SUNILHITEC","Engineering - Turnkey Services","Infrastructure Developers & Operators",201203,12.28,855.59,23.97,122.32,1.07,10.44
27172,"Sunil Hitech","NSE","SUNILHITEC","Engineering - Turnkey Services","Infrastructure Developers & Operators",201303,12.28,1096.02,27.93,131.57,1.07,10.44
27172,"Sunil Hitech","NSE","SUNILHITEC","Engineering - Turnkey Services","Infrastructure Developers & Operators",201403,13.63,1432.24,24.98,141.88,1.07,10.44
27172,"Sunil Hitech","NSE","SUNILHITEC","Engineering - Turnkey Services","Infrastructure Developers & Operators",201503,15.28,1648.98,36.9,159.56,1.07,10.44
27172,"Sunil Hitech","NSE","SUNILHITEC","Engineering - Turnkey Services","Infrastructure Developers & Operators",201603,17.33,1827.52,48.11,190.8,1.07,10.44
27206,"Rel. Comm.","NSE","RCOM","Telecommunications - Service Provider","Telecomm-Service",201103,1032,12130,-758,1581,1,21.75
27206,"Rel. Comm.","NSE","RCOM","Telecommunications - Service Provider","Telecomm-Service",201203,1032,11110,156,3161,1,21.75
27206,"Rel. Comm.","NSE","RCOM","Telecommunications - Service Provider","Telecomm-Service",201303,1032,11267,624,4281,1,21.75
27206,"Rel. Comm.","NSE","RCOM","Telecommunications - Service Provider","Telecomm-Service",201403,1032,11176,730,3086,1,21.75
27206,"Rel. Comm.","NSE","RCOM","Telecommunications - Service Provider","Telecomm-Service",201503,1244,11925,-154,4960,1,21.75
27206,"Rel. Comm.","NSE","RCOM","Telecommunications - Service Provider","Telecomm-Service",201603,1244,11161,-1624,2428,1,21.75
27231,"Malu Paper","NSE","MALUPAPER","Paper - Medium / Small","Paper",201103,17.06,168.86,-2.98,14.2,7.92,9.86
27231,"Malu Paper","NSE","MALUPAPER","Paper - Medium / Small","Paper",201203,17.06,169.29,-20.21,-9.23,7.92,9.86
27231,"Malu Paper","NSE","MALUPAPER","Paper - Medium / Small","Paper",201303,17.06,177.54,-12.42,3.61,7.92,9.86
27231,"Malu Paper","NSE","MALUPAPER","Paper - Medium / Small","Paper",201403,17.06,217.76,1.4,23.71,7.92,9.86
27231,"Malu Paper","NSE","MALUPAPER","Paper - Medium / Small","Paper",201503,17.06,230.82,1.87,22.92,7.92,9.86
27231,"Malu Paper","NSE","MALUPAPER","Paper - Medium / Small","Paper",201603,17.06,227.76,1.95,23.17,7.92,9.86
27242,"B.L.Kashyap","NSE","BLKASHYAP","Construction - Civil / Turnkey - Medium / Small","Construction",201103,20.54,1532.67,49.4,159.88,1.41,11.34
27242,"B.L.Kashyap","NSE","BLKASHYAP","Construction - Civil / Turnkey - Medium / Small","Construction",201203,20.54,1921.2,1.59,120.73,1.41,11.34
27242,"B.L.Kashyap","NSE","BLKASHYAP","Construction - Civil / Turnkey - Medium / Small","Construction",201303,20.54,1508.32,8.41,130.73,1.41,11.34
27242,"B.L.Kashyap","NSE","BLKASHYAP","Construction - Civil / Turnkey - Medium / Small","Construction",201403,20.54,1282.49,-86.12,-17.2,1.41,11.34
27242,"B.L.Kashyap","NSE","BLKASHYAP","Construction - Civil / Turnkey - Medium / Small","Construction",201503,20.54,807.58,-52.4,53.13,1.41,11.34
27242,"B.L.Kashyap","NSE","BLKASHYAP","Construction - Civil / Turnkey - Medium / Small","Construction",201603,20.54,841.69,0.96,94.99,1.41,11.34
27243,"Gallantt Metal","NSE","GALLANTT","Steel - Medium / Small","Steel",201103,81.32,556.68,22.92,59.73,0.25,9.21
27243,"Gallantt Metal","NSE","GALLANTT","Steel - Medium / Small","Steel",201203,81.32,585.32,14.54,46.84,0.25,9.21
27243,"Gallantt Metal","NSE","GALLANTT","Steel - Medium / Small","Steel",201303,81.32,662.74,31.75,59.48,0.25,9.21
27243,"Gallantt Metal","NSE","GALLANTT","Steel - Medium / Small","Steel",201403,81.32,669.01,15.06,45.6,0.25,9.21
27243,"Gallantt Metal","NSE","GALLANTT","Steel - Medium / Small","Steel",201503,81.32,720.34,33.95,65.33,0.25,9.21
27243,"Gallantt Metal","NSE","GALLANTT","Steel - Medium / Small","Steel",201603,81.32,669.97,41.58,68.41,0.25,9.21
27244,"Visa Steel","NSE","VISASTEEL","Steel - Medium / Small","Steel",201103,110,1323.64,51.37,237.61,10.97,2.72
27244,"Visa Steel","NSE","VISASTEEL","Steel - Medium / Small","Steel",201203,110,794.34,-118.85,-11.37,10.97,2.72
27244,"Visa Steel","NSE","VISASTEEL","Steel - Medium / Small","Steel",201303,110,521.4,-91.04,87.32,10.97,2.72
27244,"Visa Steel","NSE","VISASTEEL","Steel - Medium / Small","Steel",201403,110,1029.96,-152.5,50.26,10.97,2.72
27244,"Visa Steel","NSE","VISASTEEL","Steel - Medium / Small","Steel",201503,110,922.16,-241.44,26.8,10.97,2.72
27257,"Adhunik Metal","NSE","ADHUNIK","Steel - Medium / Small","Steel",201103,123.5,1440.78,56.86,336.69,15.37,-14.26
27257,"Adhunik Metal","NSE","ADHUNIK","Steel - Medium / Small","Steel",201206,123.5,1858.42,-0.52,369.15,15.37,-14.26
27257,"Adhunik Metal","NSE","ADHUNIK","Steel - Medium / Small","Steel",201306,123.5,1653.78,2.82,316.62,15.37,-14.26
27257,"Adhunik Metal","NSE","ADHUNIK","Steel - Medium / Small","Steel",201406,123.5,1691.47,0.31,300.19,15.37,-14.26
27257,"Adhunik Metal","NSE","ADHUNIK","Steel - Medium / Small","Steel",201506,123.5,598.11,-408.6,-268.12,15.37,-14.26
27257,"Adhunik Metal","NSE","ADHUNIK","Steel - Medium / Small","Steel",201603,123.5,467.17,-289.05,-124.89,15.37,-14.26
